"1107"," Dvorec Tereshtenka 19 v","50.01577","29.02296","1","53","34"
"1108"," Ekaterininskaja milja 1786 g","45.06482","34.428","1","82","52"
"1109"," Voznesensjka cerkva (kam.) 1455 g","48.36351","25.77858","1","19","10"
"1110"," Fontan Ajvazovsjkogo (kam.) 1888 g","45.0275","35.38499","1","4","29"
"1111"," Gorodishte i poselennja","50.325","26.12361","1","99","23"
"1112"," Protivotankovyie nadolbyi - Linija Arpada. 1944 g","48.94858","22.50285","1","81","6"
"1113"," Pervyij beskarkasnyij krupnopaneljnyij dom 1958 g","50.41861","30.54332","1","62","56"
"1114"," Nikolaevskaja cerkovj (kam)","50.57911","34.47548","1","72","34"
"1115"," Preobrazhensjka cerkva (kam.) 1825 g","51.63005","33.09922","1","59","19"
"1116"," Zhiloj dom (kam.) 19 v","50.46426","30.51406","1","101","47"
"1117"," Pochtovaja stancija na 15 km (kam.) 1846 g","50.45313","30.32067","1","54","43"
"1118"," Mihajlivsjka cerkva (kam.) 1805-1835 rg","50.94569","31.97912","1","31","9"
"1119"," Gorodishte Antichnaja Tira","46.20157","30.35188","1","38","60"
"1120"," Usadebnyij dom (kam.) 18 v","48.71493","39.2526","1","16","9"
"1121"," Kaponir Gospitaljnogo ukriplennja (kam.) 1844 g","50.42936","30.52961","1","80","21"
"1122"," Mikolaivsjkij sobor (kam.) - 1787 g","48.63113","35.28559","1","78","36"
"1123"," Gorodishte 11-13 st","50.63002","26.56147","1","54","25"
"1124"," Cerkva Sv. Paraskevi 17 v","49.0364","23.51348","1","84","3"
"1125"," Dmitrivsjka cerkva 1794 g","48.53395","27.33871","1","57","11"
"1126"," Pamjatnik bitvyi na Chernoj rechke","44.55915","33.64692","1","27","53"
"1127"," Sobor Svjatogo duha","50.7442","33.49432","1","34","11"
"1128"," Cerkva Sv. Pantelejmona (kam.) 1200 g","49.13351","24.69375","1","36","5"
"1129"," Zamok (Verhnij) (kam.) k. 13 v","50.73891","25.32314","1","62","48"
"1130"," Nikolaevskij monastyirj (kam.) - 16-19 v","51.4539","24.74954","1","33","36"
"1131"," Dvorec grafiv Shenborniv 1895","48.52497","22.87422","1","35","44"
"1132"," Blagovishtensjka cerkva (kam.) 1828 g","49.39055","35.11064","1","76","47"
"1133"," Spaso-Preobrazhensjka cerkva 1738 g","49.48284","31.32468","1","75","20"
"1134"," 61 arsenal juzhnogo operativnogo komandovanija","48.91417","36.36222","1","66","6"
"1135"," Svjatogorskij Uspenskij monastirj (kam.) - 17 - 19 st","49.02841","37.56876","1","66","59"
"1136"," Rezidencija gubernatora (kam.) 1905 g","46.63935","32.62755","1","8","16"
"1137"," Sobor Rizdva Bogorodici (kam.) 1714-1735 rg","51.84302","33.57424","1","70","61"
"1138"," Dominikansjkij monastyirj (kam.) 17-18 v","48.76643","28.21798","1","72","42"
"1139"," Starij turecjkij mist (kam)","48.64775","26.42167","1","65","5"
"1140"," Uspensjkij kostel (kam.) 1818 g","49.2228","31.87028","1","92","19"
"1141"," Greko-katolicjkij kostel","48.91687","24.73329","1","61","36"
"1142"," Nikolaevskaja cerkovj 1885 g","47.99455","25.09459","1","70","11"
"1143"," Mikiljsjka cerkva 1720 g","52.01181","33.26133","1","4","11"
"1144"," Cerkva Sv. Vasilija 1896 g","48.279","24.95487","1","58","51"
"1145"," Cerkovj Rozhdestva Bogorodicyi - 1762 g","48.85553","28.72435","1","78","4"
"1146"," Cerkovj Rizdva Bogorodici (smesh.) 15-19 v","49.44257","22.78245","1","97","4"
"1147"," Tereblja-Rickaja gidroilektrostancija 1956 g","48.37202","23.57749","1","86","50"
"1148"," Kostel Uspinnja Presvjatoi Bogorodici (kam.) 1642 - 1695 rg","50.36808","23.74772","1","97","33"
"1149"," Kresto-vozdvizhenskij hram (kam) 19 v","50.25394","28.65333","1","39","38"
"1150"," Cerkva Sv. Dmimtrija - 1895 g","48.21329","25.03666","1","38","33"
"1151"," Cjujrenjskaja krepostj (kam) razval 8-17 v","44.63246","33.83562","1","52","24"
"1152"," Mihajlovskaja cerkovj (kam) 1856 g","50.25659","28.66382","1","50","56"
"1153"," Dvorec - 18-19 v","48.47029","28.68014","1","50","58"
"1154"," Instit blagorodnyih devic (kam.) 1832 g","49.57723","34.56481","1","59","14"
"1155"," Cerkva Sv. Mikoli (kam.) 16 v. - 1765 r","49.80384","24.90471","1","27","52"
"1156"," Dvorec knjazja G. Betlena (kam.) 1629-1857 g","48.2054","22.64798","1","13","55"
"1157"," Kommercheskoe uchilishte (kam.) 1912 g","48.46692","35.02939","1","33","9"
"1158"," Staraja meljnica","50.58272","27.63189","1","54","27"
"1159"," Cerkva Svjatogo Illi","48.85156","24.19096","1","21","14"
"1160"," Pomeshtichjja usadjba","44.94432","34.19224","1","53","53"
"1161"," Voznesensjka (Strukivsjka) cerkva 1824 g","48.25946","24.35361","1","37","42"
"1162"," Ukrainsjka Evangeljsjko-Reformovana Cerkva","50.62232","26.23249","1","14","17"
"1163"," Davnjoslov'jansjkij Peshternyij hram. 9-18 v","48.34453","28.11251","1","45","11"
"1164"," Troicjkij sobor (mur.) - 1620-1880 rr","50.61739","27.16849","1","65","58"
"1165"," Glavnyij korpus KPI. 19-20 v","50.45007","30.461","1","101","46"
"1166"," Bumazhnaja fabrika (kam.) 19 v","49.02209","27.01103","1","44","52"
"1167"," Onufrievskaja bashnja","50.43613","30.55869","1","51","38"
"1168"," Kostel Sv. Katerini (kam.) 1625 g","49.8308","23.8783","1","71","30"
"1169"," Sinagoga (kam.) k. 14 v. -1629 g","50.73611","25.31854","1","81","14"
"1170"," Budinok Vuchini (kam.) 1849 rg","46.48013","30.74275","1","17","4"
"1171"," Georgievskaja (grecheskaja) cerkovj (kam) - 1809-1819 rr","48.44287","27.79671","1","6","3"
"1172"," Val ukrainskoj ukreplennoj linii","49.45618","35.6666","1","39","15"
"1173"," Dom gubernsjkogo zemstva (kam.) 1905-1909 g","49.5867","34.55279","1","11","24"
"1174"," Most-akveduk 19 v. (kam)","44.54197","33.66386","1","28","14"
"1175"," Mihajlovskaja cerkovj (kam.) 1781 g","51.77778","33.46353","1","84","47"
"1176"," Palac Badeni","48.93029","25.18026","1","84","40"
"1177"," Cerkva Simeona Stovpnika 1828 g","49.71497","23.88924","1","47","23"
"1178"," Poselennija poryi rannej i poznej bronzyi","48.38121","35.13697","1","63","53"
"1179"," Matroninsjke gorodishte","49.15469","32.24808","1","83","57"
"1180"," Novobogdanovskie skladyi","47.04405","35.33455","1","51","53"
"1181"," Troicjka cerkva (mur.) - p. 17 st. -1849 r","50.36652","26.23659","1","63","4"
"1182"," Pokrovskaja cerkovj 17 v","48.26436","25.69874","1","22","22"
"1183"," Zamok","49.6364","26.22906","1","90","35"
"1184"," Artillerijskaja batareja i21","44.53877","33.44157","1","64","45"
"1185"," Sinagoga","46.97083","31.99528","1","100","16"
"1186"," Spaso-Preobrazhensjka cerkva (kam.) 1734 g","50.02724","33.94865","1","15","44"
"1187"," Kirilivsjka stojanka - paleolit","50.47478","30.48955","1","90","52"
"1188"," Nikolaevskaja cerkovj (kam.) 1720 g","50.59696","32.38684","1","8","41"
"1189"," Kostel Uspenija Presvjatoj Devyi Marii","49.99649","36.23508","1","47","39"
"1190"," Hram Pochaevskoj Bozhiej Materi","50.45156","30.48028","1","28","12"
"1191"," Zamok (ruinyi) 1554 g","49.44525","24.93862","1","36","56"
"1192"," Dvorec ljvivsjkih arhiipiskopiv (kam.) 1730 g","49.78516","23.8685","1","26","46"
"1193"," Voennyij airodrom Kuljbakino","46.93923","32.09017","1","20","6"
"1194"," Oboronnyie stenyi s bashnjami (kam) - 15-16 v","50.80106","24.32686","1","29","32"
"1195"," Pamjatnik knjazju Vladimiru. 1853 g","50.45614","30.52704","1","5","14"
"1196"," Cerkovj Sv. Nikolaja","47.81936","35.05284","1","80","2"
"1197"," Linija Arpada 1944 g","48.97534","22.62736","1","57","33"
"1198"," Antichnoe gorodishte Zolotoe (raskopki)","45.45198","36.1087","1","76","39"
"1199"," Zheleznodorozhnyij viaduk","48.28105","24.56349","1","93","42"
"1200"," Monastir bernardinciv (kam.) 17 v","50.12701","26.81776","1","16","27"
"1201"," Cerkva Sv. Mikoli (kam.) 1810 g","49.83881","23.69387","1","34","37"
"1202"," Rezidencija bukovinsjkih mitropolitiv (kam.) 1863-1882 g","48.29632","25.92597","1","87","30"
"1203"," Cerkva Vidrodzhennja","50.61824","26.23142","1","27","20"
"1204"," Dom Balabuhi (kam.) 18-19 v","50.46073","30.52144","1","57","18"
"1205"," Nikolaevskaja cerkovj 1797 g","48.691","23.53426","1","56","2"
"1206"," Anastasiivsjka cerkva (kam.) 1884-1893 rg","51.6748","33.91304","1","6","35"
"1207"," Astronomichna observatorija i meteostancija","49.91806","23.95361","1","28","58"
"1208"," Zamok 19 v","48.48466","22.83119","1","61","55"
"1209"," Sobor Rizdva Bogorodici (kam.) 1766 g","50.91172","31.10897","1","100","16"
"1210"," Triumfaljnaja arka 18 v","52.01088","33.26763","1","74","38"
"1211"," Korpus igumena (1781 r.)","50.46557","30.52142","1","29","40"
"1212"," Kostel Sv. Voskresinnja (kam.) 1763 g","48.92255","24.70638","1","5","6"
"1213"," Zagorodnaja usadjba (kam.) 1772 g","48.58429","39.18539","1","32","49"
"1214"," Dvorec (kam.) 1778 g","49.9799","35.75581","1","27","30"
"1215"," Gorodishte Pantikapeja (kam.) 4 v. do n. e","45.35005","36.4696","1","55","43"
"1216"," Dom nardepa Aleksandra Volkova","50.35278","30.61055","1","45","53"
"1217"," Greko-katolicjka cerkva Sv. Vasilja Velikogo","50.45778","30.50555","1","56","24"
"1218"," Monastyirj trinitariiv (kam.) 1729 g","50.74185","25.32168","1","48","36"
"1219"," Zhitlovij budinok (zmesh.) 1800 g","48.50725","32.26993","1","46","45"
"1220"," Dvorec rabotnika (kam.) 1932 g","49.99831","36.20382","1","46","56"
"1221"," Protivotankovyie nadolbyi. Linija Arpada 1944 g","48.95252","22.50722","1","6","25"
"1222"," Artemovskij zavod shampanskih vin","48.60167","38.03028","1","52","2"
"1223"," Pokrovskaja cerkovj 1779-1781 g","50.07778","29.89667","1","52","48"
"1224"," Linija Arpada. 1944 g","48.74977","23.01079","1","92","32"
"1225"," Pokrovskaja cerkovj 1777 g","51.91598","33.28748","1","25","35"
"1226"," Monastyirj vasilian (kam.) 1647 g","50.74025","25.31705","1","87","20"
"1227"," Gorodishte Ilurat","45.2918","36.29461","1","99","31"
"1228"," Sadibnij budinok (kam.) 19 v","48.57874","39.2997","1","98","50"
"1229"," Kostel Vozdvizhennja Chesnogo Hresta (kam.) 1750 g","49.45585","24.14925","1","52","49"
"1230"," Cerkva Ioanna Bogoslova. 1775 g","48.94609","25.90373","1","3","59"
"1231"," Cerkva Vvedennja v hram Presvjatoi Bogorodici 1754 g","50.05777","24.79205","1","41","43"
"1232"," Uspenskaja cerkovj (kam.) 1757 g","49.07046","27.67504","1","25","27"
"1233"," Cerkva (pidgirska) (selo Rozhniv)","48.37281","25.23405","1","3","49"
"1234"," Armjanskij monastyirj Surp-Hach (kam.) 14 v","45.01074","35.06445","1","24","31"
"1235"," Gustinsjkij monastir 1600 g","50.63656","32.47175","1","56","55"
"1236"," Bashnja genuizskoj kreposti (kam)","44.67127","34.41365","1","30","54"
"1237"," Nikolaevskaja cerkovj 1729 g","49.4151","24.6159","1","73","35"
"1238"," Elizavetinsjkij kostel (kam.) 14 - 15 v","48.17365","23.29399","1","31","50"
"1239"," Kostel Sv. Divi Marii (kam.) 1776 rg","48.64569","26.79761","1","24","38"
"1240"," Pokrovskaja cerkovj 1645 - 1761 rg","48.94182","22.59035","1","100","36"
"1241"," Zapasnoj KP Chernomorskogo flota","44.51781","33.70113","1","23","61"
"1242"," Meljnica vodjanaja i GiS","48.03","30.94417","1","66","2"
"1243"," Dvorec Potockih (kam.) 1757 g","48.67316","28.85694","1","3","28"
"1244"," Cerkva Voskresinnja Hristovogo (kam.) 1892 g","44.40449","33.78837","1","93","37"
"1245"," Dacha Gorbacheva","44.39205","33.75768","1","81","34"
"1246"," Troickij sobor 1780 g","48.62776","35.26329","1","94","49"
"1247"," Monastir karmelitiv (kam.) - 16-18 v","49.54637","23.00975","1","42","58"
"1248"," Preobrazhenskij sobor (kam) - 1874 g","50.25749","28.65703","1","36","5"
"1249"," Peobrazhenskaja cerkovj 1869 g","51.44089","24.43176","1","67","55"
"1250"," Dzvinicja cerkvi Sv. Mihaila 18 v","49.26054","23.90027","1","53","32"
"1251"," Arbatskaja krepostj (kam) 1703 g","45.29607","35.4783","1","53","54"
"1252"," Krityij ryinok (kam.) 1910 g","50.44245","30.52113","1","33","28"
"1253"," Zdvizhensjkij kafedr. sobor (kam.)1646-1848 g","48.62267","22.3025","1","69","57"
"1254"," LVZ Hortica","47.82904","34.99797","1","5","60"
"1255"," Kosmicheskaja antenna","45.24333","33.18944","1","3","7"
"1256"," Palac barona Brunicjkogo","49.71847","23.7382","1","92","4"
"1257"," Cerkovj Sv. Paraskevi (kam.) 1778 g","50.5505","24.53705","1","85","2"
"1258"," Dom sojuza pisatelej Ukrainyi (kam.) 1898 g","50.44669","30.52998","1","35","42"
"1259"," Troicij monastyirj-Krepostj (kam.) 15-19 v","50.36637","26.2377","1","5","53"
"1260"," Cerkovj Svjatoj Troicyi 1754 g","49.21753","25.36764","1","61","60"
"1261"," Cerkva Preobrazhennja Gospodnjogo 1776 g","49.60126","23.77061","1","53","49"
"1262"," Uspensjkij sobor (kam.) - 1783 r","50.00509","25.50795","1","99","30"
"1263"," Pam'jatnik S. Petljuri 2001 g","50.62","26.24806","1","37","37"
"1264"," Cerkva Sv. Trijci 1756 g","50.07577","23.93439","1","15","14"
"1265"," Armjanskaja cerkovj - 1914 g","44.50115","34.16534","1","76","45"
"1266"," Fedorivsjka Krepostj Ukrainskoj linii 1731 g","49.17429","35.11205","1","92","17"
"1267"," Dmitrivsjka cerkva (kam.) - 1797 - 1802 rr","46.75193","33.35428","1","38","59"
"1268"," Cerkovj","48.23961","25.12945","1","38","51"
"1269"," Cerkovj Rozhdestva Bogorodicyi (kam.) 1785 g","50.70494","25.5246","1","99","13"
"1270"," Zhiloj dom Puzini (kam.)","50.73859","25.32151","1","83","25"
"1271"," Bashnja 6 (kam.) 1851 g","50.441","30.54159","1","60","39"
"1272"," Bashnja Dzhovanni Di Skafa (razval.) 1342 g","45.01768","35.39704","1","64","9"
"1273"," Uspenskaja cerkovj 1779 g","48.63393","25.8278","1","66","2"
"1274"," Cerkva Presvjatoi Trijci 1903 g","48.9003","23.05542","1","75","11"
"1275"," Mechetj hana Uzbeka (kam.) 1314 g","45.03355","35.09667","1","19","13"
"1276"," Metallurgicheskij kombinat ??Azovsta??lj??","47.10179","37.58443","1","8","14"
"1277"," Nikolaevskaja cerkovj. 1763 g","48.79081","25.98764","1","75","23"
"1278"," Ambar i vinnyij pogreb (kam.) 1781 g","48.62501","22.29443","1","60","36"
"1279"," Usadjba L. Keniga 18-19 v","50.4742","34.94632","1","40","35"
"1280"," Kryimskaja AiS -","45.38483","35.7854","1","47","33"
"1281"," Paraskovijsjka krepostj Ukrainskoj linii 1742 rg","49.51099","35.88958","1","45","43"
"1282"," Svjato-Uspenskij zhenskij monastyirj 1648 g","48.40992","27.83562","1","27","3"
"1283"," Tripoljskij protogorod ser. 4-go tyisjacheletija do n. i","48.79904","30.53173","1","43","47"
"1284"," Mihajlivsjka cerkva 1733 g","49.49419","27.48512","1","21","56"
"1285"," Antichnaja doroga","44.59444","33.44361","1","93","33"
"1286"," Cerkva Uspinnja Bogorodici 1851 g","49.15675","32.15566","1","43","6"
"1287"," Krepostj Kinburn","46.54619","31.54602","1","30","3"
"1288"," Dmitrivsjka cerkva","48.48339","22.84447","1","23","53"
"1289"," Troickij monastyirj (kam.) 1782-1873 g","50.19783","28.37303","1","80","21"
"1290"," Pamjatnik T. Shevchenku 1935 g","50.00112","36.23447","1","43","59"
"1291"," Memorial-mogila zagiblim kozakam","50.08478","26.79367","1","56","47"
"1292"," Tureckij most (kam)","48.67331","26.56633","1","8","35"
"1293"," V'izna (Lucjka) brama misjkih ukriplenj (kam.) 17 v","50.72054","25.80777","1","58","10"
"1294"," Borisoglibsjkij sobor (kam.) 1123 g","51.4892","31.30689","1","60","51"
"1295"," Seredn'ans'ki vuni pidvalu 17 st.","48.53624","22.50489","1","82","52"
"1296"," Cerkva (kam.) 14 - 19 v","48.22487","22.8817","1","30","7"
"1297"," Nikolaevskaja cerkovj 1773-1778 g","50.68575","24.16845","1","101","34"
"1298"," Uspenskaja cerkovj 1784 g","50.68575","24.16845","1","9","5"
"1299"," Uzhgorodskaja sinagoga 1904","48.62158","22.3001","1","31","19"
"1300"," Kostel Sv. Stanislava (kam) 16-18 v. v","47.93942","29.62653","1","97","31"
"1301"," Kapishte Peruna (Hram Semi Vrat)","48.19445","35.17668","1","58","11"
"1302"," Troickaja cerkovj 1868 g","48.41706","24.61554","1","49","12"
"1303"," Cerkva Uspinnja Bogorodici 1732 g","49.55083","23.07114","1","35","58"
"1304"," Troickaja cerkva 1794 g","49.78006","32.0336","1","60","32"
"1305"," Pervaja muzhskaja gimnazija (kam.) 1850 g","50.44364","30.51377","1","55","39"
"1306"," Ostanki 412 batarei","46.59608","30.96419","1","24","22"
"1307"," Monastyirj Dimitraki (razval)","44.83693","34.94665","1","13","12"
"1308"," Dom polkovoj kanceljarii (kam.) k. 17 v","51.48949","31.30744","1","15","6"
"1309"," Most-akveduk HiH st","44.61525","33.54552","1","39","5"
"1310"," Poselennja bugo-dnistrjansjkoi - tripiljsjkoi ta chernjahivsjkoi kuljtur","48.85507","28.72006","1","23","41"
"1311"," Staraja vodjanaja meljnica","50.14417","30.41583","1","73","23"
"1312"," Gorodishte Chajka (raskopki)","45.16385","33.29059","1","30","45"
"1313"," Pokrovskaja cerkovj 18 v","50.62169","26.81387","1","3","15"
"1314"," Gorodishte litopisnogo mista Tumosht","50.15583","30.56583","1","94","32"
"1315"," Hmeljnickaja AiS","50.30286","26.64742","1","76","36"
"1316"," Petropavlovskaja cerkovj (kam) - 1629 g","51.09355","25.27411","1","73","43"
"1317"," Cerkva Uspinnja Bogorodici 1670 g","49.93868","23.38736","1","86","10"
"1318"," Solnechnyie chasyi 1826 g","50.46542","30.52111","1","89","38"
"1319"," Monastir (kam)","48.42639","26.09556","1","83","8"
"1320"," Zhiloj dom (kam.) 1830-e g","50.44486","30.52562","1","86","23"
"1321"," Pamjatnik Lesi Ukrainki 1973 g","50.42705","30.54075","1","62","25"
"1322"," Mihajlivsjka cerkva 1872 g","48.0049","24.8221","1","61","30"
"1323"," Zernohranilishte (kam.) 1770 g","50.4617","30.52432","1","46","41"
"1324"," Holm Slavyi","49.83278","24.06611","1","16","22"
"1325"," Mlinivsjka GES","50.51028","25.59472","1","53","35"
"1326"," Dvorec Galaganov 1831 g","50.69605","32.76487","1","74","2"
"1327"," Cerkovj","48.61731","24.53739","1","74","31"
"1328"," Zamok (razval) 1475 g","50.74186","25.9663","1","54","35"
"1329"," Ellinsjka cerkva (kam.)1786 g","48.80277","31.65263","1","99","35"
"1330"," Spaso-Preobrazhensjka cerkva (kam.) 1840 g","49.52154","31.74019","1","86","15"
"1331"," Voznesensjka cerkva - 1896 g","48.28021","25.05463","1","62","3"
"1332"," Zamok (ruinyi) 14 v","49.66311","25.78433","1","10","35"
"1333"," Uspenskij peshternyij monastyirj (kam) 13 -19 v","44.74453","33.9101","1","44","16"
"1334"," Zamok 1626-1631g","49.70539","25.82611","1","83","18"
"1335"," Biblioteka Kiivsjkogo universitetu (kam.) 1940 g","50.44298","30.51195","1","14","37"
"1336"," Aljtanka (kam.) 1837 g","47.57142","31.3245","1","56","1"
"1337"," Triumfaljnaja arka (kam.) 1820 g","49.80373","34.55242","1","98","31"
"1338"," Nikolaevskaja cerkovj 1778 g","51.6798","24.2836","1","41","3"
"1339"," Cerkva Sv. Mikoli (kam.) 1575 g","49.67205","25.75098","1","22","39"
"1340"," Spaso-Preobrazhensjka cerkva (kam.) 1600 g","49.67205","25.75098","1","17","18"
"1341"," Voznesensjka cerkva - 1795 g","48.29748","24.87498","1","8","31"
"1342"," Kazanskaja cerkovj 1801 g","51.61184","23.82356","1","69","11"
"1343"," Kozjmodem'janivsjka cerkva (smesh.) 1740 g","47.97629","25.88301","1","61","27"
"1344"," Pamjatnik N. Shtorsu. 1954 g","50.44546","30.50111","1","53","19"
"1345"," Vodjannaja meljnica","48.61623","23.70052","1","35","29"
"1346"," Sobor Aleksandra Nevskogo (kam)","44.49532","34.16403","1","101","41"
"1347"," Cerkva Rizdva Bogorodici 18 v","50.30926","25.26659","1","2","35"
"1348"," Budinok polkovnika Lizoguba","51.4875","31.30972","1","75","16"
"1349"," Val ukrainskoj zasechnoj chertyi","49.47472","35.97028","1","23","56"
"1350"," Zimnij dvorec 1796 g","49.79281","30.10914","1","76","61"
"1351"," Oljvija - antichnyij gorod","46.689","31.90564","1","20","31"
"1352"," Mogiljnik dobi Kiivsjkoi Rusi XII st","50.31592","32.24798","1","89","15"
"1353"," Cerkva Rizdva (kam.) 1807 g","49.85896","33.34852","1","89","50"
"1354"," Zamok (kam.) 1507 g - 16-18 v","48.64692","26.42114","1","98","49"
"1355"," Beregovaja batareja 7 - 1895 g","44.63687","33.52997","1","91","20"
"1356"," Blagovishtensjka cerkva (kam.) 1750 g","50.47491","34.96251","1","29","40"
"1357"," Kaplicja Sv. Dmitrija - 1750 g","50.20553","24.38515","1","66","31"
"1358"," Cerkva Sv. Mikoli 17 v. - 1731 r","49.87081","24.94881","1","17","34"
"1359"," Pertopavlivsjka cerkva 19 v","48.24985","24.90993","1","6","55"
"1360"," Kozjmo-Damianovskij Monastyirj 1857 g","44.66459","34.26948","1","91","6"
"1361"," Cerkva Voznesinnja Gospodni 1921r","49.44472","23.99694","1","17","34"
"1362"," Usadjba grafa Kamburleja - k. 18 v","51.07806","34.77584","1","83","40"
"1363"," Pozicija PVO S-200","46.40544","30.53896","1","40","4"
"1364"," Bernardinsjkij monastyirj (kam.) 1627 g","49.66612","25.77063","1","81","21"
"1365"," Streteiskaja cerkovj (kam.) 1784 g","50.72599","25.8234","1","42","44"
"1366"," Ruini palacu paniv Sabansjkih","48.475","29.45861","1","47","49"
"1367"," Svjato-Troickij zhenskij monastyirj 19 v","44.94902","34.10409","1","95","55"
"1368"," Hram Pokrova Bozhjej Materi","46.47917","31.69472","1","4","41"
"1369"," Svjato-Nikolaevskij sobor (kam) 1899 g","45.19656","33.37917","1","39","33"
"1370"," Uspenskaja cerkovj (kam.) 1653 g","50.73541","24.18361","1","63","57"
"1371"," Cerkva Rizdva Bogorodici 1643 g - 1797 g","48.09056","23.42093","1","11","8"
"1372"," Zamok (kam.) 12","49.43637","27.4125","1","70","52"
"1373"," Ostatki kreposti na Perekopskom Valu","46.12944","33.61694","1","19","12"
"1374"," Peshternyij monastyirj Chelter-Marmara","44.59543","33.73321","1","33","5"
"1375"," Zamok. 1635","50.08507","25.13629","1","78","27"
"1376"," Hram sv. blgv. vel. kn. Aleksandra Nevskogo","45.34759","36.47076","1","78","20"
"1377"," Skifskij Stan - Ostatki zemledelija","47.81204","35.11265","1","80","16"
"1378"," Voskresensjka cerkva 1800 g","49.54989","30.7432","1","18","43"
"1379"," Zaporozhskaja AiS 1981 g","47.50953","34.58914","1","88","15"
"1380"," Zhiloj dom (smesh.) 19 v","50.46149","30.52557","1","56","4"
"1381"," Pamjatnik Antilope Gnu","50.27277","28.67111","1","33","4"
"1382"," Dubensjkij fort (razval.) 19 v","50.36276","25.71609","1","62","18"
"1383"," Vijsjkove uchilishte (kam.) 1848 g","48.51779","32.26176","1","78","43"
"1384"," Nacionaljnij palac Ukraiina (kam.) 1970 g","50.42215","30.52101","1","44","1"
"1385"," Usadebnyij dom (kam) - 19 v","50.0297","28.2342","1","88","29"
"1386"," Kodacjka Krepostj (kam.) razval. 1635 g","48.38123","35.13697","1","96","1"
"1387"," Cerkva Rizdva Bogorodici 1767 g","51.41543","26.47755","1","72","51"
"1388"," Usadjba Nataljevka","50.07422","35.28841","1","24","38"
"1389"," Vasilianskij monastyirj Sv. Onufrija","49.55195","22.77002","1","35","21"
"1390"," Spaso-Peobrazhenskij monastyirj","50.15056","30.62361","1","85","19"
"1391"," Ekaterininskaja cerkovj","45.05833","35.38962","1","13","22"
"1392"," Cerkva Sv. Mikoli 1817 g","48.98899","23.04197","1","31","47"
"1393"," Dvorec (kam.) - 1805 g","48.7242","27.52399","1","71","37"
"1394"," Dom dvorjanskogo uchilishta (kam.) 1820-i g","50.46527","30.51437","1","39","55"
"1395"," Zhiloj dom (kam.) 19 v","50.46167","30.51797","1","23","45"
"1396"," Kosij kaponir Gospitaljnogo ukriplennja (kam.) 1846 g","50.43288","30.52624","1","68","5"
"1397"," Cerkva Rizdva Bogorodici 1630 g","48.88603","25.19594","1","16","36"
"1398"," Ratusha (kam.) 1638-1670 - 1844 g","49.51787","23.19616","1","63","46"
"1399"," Usadjba Gansjkih. 18 -19 v","49.80266","29.3232","1","74","15"
"1400"," Nikolaevskaja cerkovj 1798 g","48.64949","23.36637","1","86","37"
"1401"," Pamjatnik pogibshim Bajkeram","49.84694","30.15861","1","100","3"
"1402"," Cerkva Stritennja Gospodnjogo - 1757 g","49.40245","31.38871","1","90","38"
"1403"," Svjato-Nikolaevskij zhenskij monastyirj (kam.) 1360-1806 g","48.45484","22.73296","1","3","29"
"1404"," Usadjba Galagana (kam) 1832 g","50.57391","32.7676","1","97","15"
"1405"," Vasilianskij monastyirj 1716 g","48.16093","23.40048","1","37","11"
"1406"," Cerkva Sv. Mikoli (kam.) 1695 g","49.2126","23.30675","1","52","33"
"1407"," Pamjatnik A. Pushkinu 1904 g","49.99472","36.23525","1","78","18"
"1408"," Iezuitskij monastyirj (kam.) 17-18 v","49.23329","28.47445","1","77","51"
"1409"," Utochansjkij zamok (ruinyi) 14-16 v","48.14123","23.04974","1","96","43"
"1410"," Svjatoduhivsjka cerkva 1795 g","48.43653","23.73351","1","83","41"
"1411"," Bratsjkij monastyirj (kam.)17 -19 st","50.46444","30.51904","1","78","49"
"1412"," Vasilijansjkij monastyirj (kam.)15-20 v","49.39893","22.88567","1","37","6"
"1413"," Cerkva sv. Mikolaja 1920 g","48.21289","25.18109","1","42","33"
"1414"," Cherlenkovskij zamok (ruinyi) - 16-18 v","49.13343","28.35983","1","5","44"
"1415"," Tabir partizan 42-43 rr","49.85576","36.01773","1","66","52"
"1416"," Mikolaivsjka brama z kazarmoju na Peresipi (kam.) 1850 g","50.44401","30.54467","1","61","54"
"1417"," Korchma (kam.)","49.96715","24.50007","1","96","6"
"1418"," Zamok. 17 v","48.79666","25.29321","1","31","3"
"1419"," Cerkva Rizdva Bogorodici 1779 g","50.05896","24.60005","1","38","39"
"1420"," Cerkva Sv. Illi 1750 g","50.05896","24.60005","1","85","11"
"1421"," Zhenskij monastyirj","49.01268","23.87978","1","73","21"
"1422"," Stara cerkva (Celo Spas)","48.89045","24.06302","1","34","3"
"1423"," Preobrazhensjkij monastir","48.10861","23.56306","1","100","39"
"1424"," Georgiivsjkij monastyirj (kam) 15 st","50.87569","31.17945","1","86","11"
"1425"," Sukonnaja fabrika (kam.) 1794 g","48.45828","35.06824","1","99","22"
"1426"," Chasovnja v chestj pobedyi pod Hotinom (kam.) 1621 g","49.96715","24.50006","1","9","31"
"1427"," Muzhskoj monastyirj Greko-Katolicheskoj cerkvi","49.02516","23.88095","1","45","13"
"1428"," Zmievyi valyi. 1 vek do n. i","50.41944","29.85278","1","88","24"
"1429"," Dom Anglijskogo kluba (kam.) 1841 g","46.48511","30.74279","1","53","30"
